date,AL,AK,AZ,AR,CA,CO,CT,DC,DE,FL,GA,HI,ID,IL,IN,IA,KS,KY,LA,ME,MD,MA,MI,MN,MS,MO,MT,NE,NV,NH,NJ,NM,NY,NC,ND,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VT,VA,WA,WV,WI,WY
2016-03-27,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,31,41,0,0,10,10,0,0,39,0,0,0,0,0,0,9,7,0,7,0,0,8,0,22,0,0,3,0,0,0,9,0,0,0
2016-04-03,0,0,20,0,10,25,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,19,0,0,0,0,26,0,7,0,3,6,0,11,0,22,0,0,0,0,0,6,0,0,0,9,0,15,0
2016-04-10,0,0,0,0,4,12,0,0,0,3,0,0,0,9,0,19,0,31,39,0,0,10,10,20,0,0,0,0,0,0,8,0,6,0,0,6,0,0,0,0,0,0,0,6,0,0,8,0,0,0,0
2016-04-17,11,0,0,0,6,0,0,0,0,9,0,0,0,0,17,0,0,0,0,0,10,11,19,19,0,0,0,0,27,0,8,0,6,6,0,13,0,0,8,0,0,0,14,13,0,0,24,0,32,16,0
2016-04-24,0,0,0,0,5,12,31,0,0,3,0,0,0,9,17,18,0,0,0,0,0,11,0,18,0,0,0,0,0,0,7,0,0,6,0,6,0,22,8,38,0,0,0,3,0,0,0,0,0,0,0
2016-05-01,0,0,41,0,5,12,15,0,0,0,0,0,0,9,0,19,0,0,0,0,0,0,10,20,0,0,0,0,0,0,7,0,6,0,0,6,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0
2016-05-08,0,0,0,0,3,0,0,0,0,3,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,4,7,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
2016-05-15,0,0,0,0,4,0,0,0,0,3,0,0,0,0,18,0,0,0,0,0,0,11,0,21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,0,4,0,0,8,0,0,0,0
2016-05-22,12,0,0,0,4,0,0,0,0,6,0,0,0,9,19,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,8,0,6,0,0,0,0,0,0,0,0,0,14,0,0,0,8,0,0,0,0
2016-05-29,0,0,0,0,4,0,0,0,0,0,0,0,20,9,0,0,21,0,41,0,0,0,0,0,0,0,0,0,28,0,0,0,3,0,0,7,0,24,8,0,0,0,0,3,0,0,0,0,0,0,0
2016-06-05,0,0,0,0,0,0,16,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2016-06-12,0,0,0,0,3,13,0,0,0,3,0,0,0,9,0,21,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,9,0,0,0,0
2016-06-19,0,0,0,0,5,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,11,0,10,0,26,0,0,0,27,0,0,0,0,7,0,7,0,0,8,0,0,0,0,3,0,0,0,10,0,0,0
2016-06-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-03,0,0,0,0,6,0,0,0,0,3,0,0,0,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,21,0,9,0,0,0,0,3,0,0,0,10,0,0,0
2016-07-10,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-07-17,0,0,0,0,3,0,17,0,0,3,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,20,0,9,0,0,0,0,0,0,0,0,10,0,0,0
2016-07-24,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,3,0,0,0,0,0,0,0
2016-07-31,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
2016-08-07,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,7,0,7,21,0,0,0,0,0,0,10,0,0,8,0,0,0,0
2016-08-14,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2016-08-21,0,0,0,0,3,13,0,0,0,0,0,0,0,10,17,0,0,0,0,0,0,11,0,22,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,18,0
2016-08-28,11,0,0,0,5,12,16,0,0,9,0,0,0,0,0,0,0,0,0,0,10,11,11,0,0,19,0,0,0,0,8,0,3,7,0,0,0,0,8,0,0,0,0,6,0,0,0,0,0,18,0
2016-09-04,11,0,0,0,7,0,0,0,0,0,0,0,0,10,0,19,0,31,39,0,11,0,0,42,0,0,0,0,0,0,0,0,12,14,0,7,0,0,8,0,20,0,0,3,31,0,8,0,0,17,0
2016-09-11,0,0,0,0,5,0,16,0,0,5,0,0,0,9,0,0,17,0,37,0,10,0,15,20,0,0,0,0,25,0,0,0,6,0,0,0,0,0,8,0,0,0,0,3,0,0,8,0,0,0,0
2016-09-18,11,0,21,0,6,12,0,0,0,5,0,0,0,18,0,19,0,30,0,0,10,0,10,49,0,0,32,0,0,0,0,0,7,19,0,0,0,19,15,0,39,0,14,9,29,0,0,9,0,0,0
2016-09-25,11,0,0,0,9,13,15,0,0,6,4,36,0,18,16,0,0,0,38,0,0,10,10,0,0,29,0,0,25,0,7,0,15,13,0,9,19,22,15,0,0,0,14,6,0,0,19,9,0,0,0
2016-10-02,0,51,21,0,16,25,15,0,0,6,4,0,0,9,16,0,0,31,0,0,10,0,10,29,0,19,0,0,0,0,0,0,12,0,0,13,0,21,15,0,0,0,41,3,29,0,8,0,0,32,0
2016-10-09,0,0,0,31,7,13,16,0,0,3,0,0,0,18,0,19,0,31,0,0,0,0,10,20,24,0,0,24,0,0,0,0,7,7,59,6,19,0,8,0,0,40,22,7,30,0,8,9,31,0,0
2016-10-16,0,0,21,0,4,0,0,0,0,3,0,0,0,9,0,0,17,31,0,0,10,20,19,0,0,0,33,25,0,0,15,57,7,7,0,16,0,0,12,0,0,0,14,7,0,0,15,18,0,16,0
2016-10-23,11,0,0,0,6,0,16,0,0,3,8,0,0,0,0,0,17,30,0,0,0,10,10,0,24,0,32,0,0,0,8,57,6,6,0,13,19,22,23,0,0,0,14,3,29,0,8,0,32,16,0
2016-10-30,11,0,20,0,6,12,16,0,0,5,0,0,0,17,16,18,0,0,0,0,0,21,10,39,0,0,0,48,0,0,8,0,12,0,0,9,0,44,8,37,0,0,0,6,0,0,0,18,0,0,0
2016-11-06,10,0,19,0,5,0,0,31,0,3,0,0,0,8,0,17,0,0,0,19,10,10,0,18,22,35,0,22,24,0,11,0,3,6,0,6,0,0,7,0,19,0,0,3,0,0,7,8,0,15,0
2016-11-13,11,0,0,0,0,0,0,31,0,6,8,0,0,8,0,0,0,0,0,0,0,0,0,38,0,37,0,46,0,0,7,0,7,6,0,6,0,0,0,36,0,0,0,7,0,0,0,8,0,16,0
2016-11-20,0,0,0,0,3,13,0,0,0,3,0,0,0,0,0,0,18,0,0,0,11,0,0,0,0,19,0,0,0,0,0,0,5,7,0,13,0,22,0,0,21,0,14,0,30,0,24,0,0,0,0
2016-11-27,0,0,38,0,2,11,0,0,0,3,4,0,0,8,0,0,0,0,34,18,0,10,9,0,0,0,0,0,0,0,14,51,5,6,0,9,0,20,7,0,0,0,13,3,0,0,14,8,0,15,0
2016-12-04,10,0,19,0,5,0,14,0,0,0,0,0,0,8,0,0,0,0,33,0,0,10,9,0,0,0,0,0,23,27,0,0,7,6,0,0,17,0,0,0,0,0,0,3,0,0,0,0,0,15,0
2016-12-11,0,0,0,0,4,0,0,0,0,6,4,0,0,0,15,0,0,0,0,0,9,10,9,18,23,0,0,0,0,0,14,0,3,18,0,6,0,20,0,0,19,0,27,3,0,0,7,8,0,0,66
2016-12-18,0,0,21,0,8,0,32,0,0,3,4,35,0,0,0,0,0,0,0,0,10,0,0,19,0,39,0,0,0,30,7,0,6,7,0,0,0,44,11,0,0,0,14,3,29,0,8,9,0,16,0
2016-12-25,0,0,0,33,7,0,16,0,0,4,0,0,0,14,18,0,0,0,0,0,11,12,0,0,0,20,0,0,0,0,15,0,3,7,0,7,0,22,8,0,21,0,0,9,0,0,0,9,0,0,0
2017-01-01,10,0,0,0,7,0,15,0,0,0,0,0,16,18,16,0,0,0,0,0,10,0,19,0,23,0,0,25,0,0,11,0,9,12,0,0,0,21,7,36,0,0,0,8,28,0,7,25,0,0,0
2017-01-08,0,0,19,0,14,0,15,0,0,6,7,0,0,13,0,0,16,27,35,0,19,10,13,0,22,17,0,0,0,0,21,0,6,18,55,6,0,38,14,34,19,0,0,4,27,0,0,20,0,22,0
2017-01-15,10,0,18,0,7,17,29,0,0,4,0,0,0,17,0,17,0,0,34,0,9,20,0,18,0,26,30,0,0,0,14,0,7,6,0,6,17,0,14,33,0,0,0,7,0,0,0,40,28,30,0
2017-01-22,10,0,0,0,12,11,0,0,0,4,0,0,0,17,29,17,16,26,0,18,14,10,16,0,0,0,0,45,0,27,7,0,12,0,0,23,0,20,7,0,0,0,0,5,40,0,7,20,0,15,0
2017-01-29,19,0,0,0,20,28,0,0,0,3,0,0,0,25,14,0,0,52,68,0,9,10,12,18,0,0,0,0,0,0,27,0,13,20,0,6,25,38,7,0,0,0,19,7,26,0,13,8,27,0,0
2017-02-05,9,0,18,0,12,16,14,38,0,11,11,0,0,29,14,17,0,66,0,0,27,9,17,18,21,33,0,0,23,26,17,0,8,26,0,11,25,19,7,32,0,36,56,15,0,0,23,8,0,28,0
2017-02-12,10,0,35,55,10,22,29,0,0,5,4,0,0,30,29,17,16,26,0,0,18,23,17,18,21,34,29,22,23,0,13,0,3,11,54,20,67,0,13,0,0,37,38,5,26,0,13,8,0,14,0
2017-02-19,0,0,18,0,6,0,15,0,0,8,0,0,0,0,15,0,0,26,0,0,9,14,9,0,0,17,0,22,0,0,13,50,3,23,54,14,17,19,7,0,0,36,12,13,0,0,7,8,27,14,0
2017-02-26,0,0,17,0,7,21,0,0,0,3,0,0,0,0,0,0,0,25,0,0,17,9,26,0,30,0,0,0,22,0,12,48,4,22,0,0,32,0,6,0,17,0,12,3,0,0,19,0,0,14,0
2017-03-05,14,0,0,0,9,16,14,0,0,7,3,32,0,20,0,16,15,25,0,0,0,9,0,0,0,0,0,0,0,26,6,50,9,11,0,5,16,0,7,0,0,0,25,12,25,0,7,0,0,14,0
2017-03-12,10,0,0,0,6,0,14,0,0,5,3,0,0,8,0,0,0,0,0,0,17,0,0,17,0,17,0,0,0,0,6,0,0,8,55,5,0,0,10,31,0,0,12,8,0,0,13,8,0,14,0
2017-03-19,10,0,18,0,6,0,14,0,0,3,4,0,0,8,0,16,0,0,33,0,9,0,9,18,0,0,0,0,0,0,7,0,3,11,54,9,0,20,7,0,0,0,13,4,0,52,7,16,0,14,0
2017-03-26,10,0,18,0,10,28,0,0,0,8,0,0,0,13,15,0,0,26,34,18,0,10,0,18,0,0,0,0,0,0,7,0,3,0,0,0,0,21,0,0,0,0,13,3,26,0,7,0,0,15,0
2017-04-02,0,0,18,28,5,0,0,0,0,8,0,0,0,8,0,16,0,28,0,0,0,9,9,18,21,17,0,0,0,0,10,0,4,8,0,6,17,0,14,0,0,0,0,3,27,52,7,8,0,14,0
2017-04-09,10,0,18,0,8,11,0,0,0,3,0,0,0,17,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,8,12,0,6,17,0,0,0,0,0,0,5,0,0,7,0,0,30,0
2017-04-16,0,0,0,0,7,22,0,0,0,3,4,0,0,25,0,0,16,0,36,0,0,0,9,0,0,17,0,0,0,0,13,0,3,6,0,0,0,19,10,0,18,0,0,4,0,0,7,8,0,0,0
2017-04-23,10,0,0,0,2,0,0,34,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,28,7,0,3,6,0,6,0,0,7,0,18,0,0,3,0,0,0,0,0,0,0
2017-04-30,0,0,18,0,5,22,0,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,6,0,6,0,20,0,0,0,0,13,5,0,0,0,8,0,22,0
2017-05-07,0,0,18,0,5,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,3,0,0,6,0,0,7,0,0,0,0,3,0,0,0,0,0,15,0
2017-05-14,0,0,0,0,5,0,16,0,0,0,0,0,0,9,16,18,0,31,0,0,10,0,10,0,0,19,0,0,0,0,0,0,4,12,0,0,0,0,8,0,0,0,0,6,0,0,7,0,0,0,0
2017-05-21,0,0,0,0,2,12,0,0,0,3,0,0,0,13,17,0,0,0,0,0,0,11,10,0,0,0,0,0,23,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2017-05-28,0,0,0,0,2,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,6,0,0,20,0,8,0,0,0,0,3,0,0,7,0,0,0,0
2017-06-04,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,11,0,20,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,30,0,0,8,0,0,0
2017-06-11,10,0,20,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,11,10,19,0,19,0,0,0,0,0,0,0,12,0,6,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0
2017-06-18,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,21,0,35,0,0,0,4,0,0,7,0,0,16,0
2017-06-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,23,0,0,0,0,0,0,7,0,22,0,0,0,0,0,3,0,0,8,0,0,0,0
2017-07-02,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,3,0,0,0,0,22,0,0,0,0,14,6,0,0,0,9,0,0,0
2017-07-09,0,0,0,0,5,0,0,42,0,0,0,0,0,9,0,0,0,30,0,0,0,11,0,0,0,0,0,0,0,0,7,0,3,0,0,19,0,0,0,0,0,0,0,3,0,0,0,0,0,16,0
2017-07-16,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,30,38,0,0,11,0,0,0,0,0,0,23,0,0,0,0,0,0,10,0,0,8,0,0,0,0,3,0,0,0,9,0,0,0
2017-07-23,11,0,20,0,5,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,19,0,0,0,0,0,0,13,3,0,0,0,8,0,0,0
2017-07-30,0,0,0,0,2,11,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0
2017-08-06,0,0,0,0,4,11,0,0,0,4,0,0,0,0,16,0,0,0,0,0,0,0,0,0,22,18,0,0,23,0,7,0,3,6,0,0,0,0,7,0,0,0,13,3,0,0,7,8,0,16,0
2017-08-13,0,0,19,31,5,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,19,0,18,0,0,0,0,0,0,6,0,0,0,0,20,0,0,0,0,0,3,0,0,0,0,0,0,0
2017-08-20,0,0,0,0,2,0,0,0,0,3,0,0,0,9,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,6,0,0,15,0,0,0,0,0,0,0,14,8,0,0,0
2017-08-27,0,0,0,0,2,0,16,0,0,3,0,0,0,0,0,0,0,27,34,0,0,0,0,0,0,0,0,22,0,0,0,0,3,6,0,0,17,0,7,0,0,0,0,5,56,0,10,8,0,0,0
2017-09-03,0,0,36,0,3,11,0,0,0,3,0,0,0,13,0,17,0,0,0,0,0,0,0,19,0,17,0,0,0,0,0,0,4,6,0,6,0,19,7,0,0,0,0,3,0,0,7,0,0,15,0
2017-09-10,9,0,35,0,5,0,0,0,0,3,4,0,0,9,0,0,0,26,34,18,19,20,13,18,0,16,0,0,0,0,7,0,5,6,0,6,0,19,0,0,53,35,12,5,27,0,0,0,27,0,57
2017-09-17,0,0,0,0,9,11,15,0,59,9,0,0,0,0,14,17,0,0,35,18,9,10,0,0,0,17,0,0,0,0,0,49,4,6,0,0,33,0,28,0,17,0,12,9,0,0,7,0,0,43,0
2017-09-24,10,0,0,0,11,27,0,0,0,8,4,0,0,9,15,17,0,27,35,0,14,20,0,35,0,0,0,0,17,0,14,100,8,9,54,6,0,55,10,60,18,0,0,9,27,0,7,12,0,0,0
2017-10-01,0,0,36,0,13,0,0,37,60,7,8,0,0,13,0,0,14,28,0,0,9,20,9,34,0,17,0,0,22,0,7,0,7,9,55,17,33,0,7,0,17,0,0,15,0,0,21,17,0,15,0
2017-10-08,9,0,19,0,15,0,15,0,0,8,8,0,0,17,22,16,14,0,52,0,9,10,0,17,21,0,29,0,0,26,13,0,4,6,0,6,0,20,7,0,0,0,0,10,27,0,14,8,0,14,0
2017-10-15,0,0,36,0,7,11,0,0,0,6,4,0,15,8,15,16,13,0,35,0,0,10,0,0,21,35,0,0,22,0,0,0,3,6,0,12,17,0,7,31,0,0,0,14,0,0,0,24,0,0,61
2017-10-22,19,0,18,0,14,11,0,0,0,3,8,0,0,13,0,17,12,53,0,0,0,10,9,16,0,0,0,0,0,0,0,0,6,11,54,6,0,17,0,0,0,0,12,8,0,0,10,8,27,14,0
2017-10-29,10,0,54,0,7,0,0,0,0,3,8,0,0,0,0,0,0,0,35,0,9,10,9,16,0,0,0,21,22,0,0,0,8,0,0,11,0,18,17,0,18,0,0,8,27,0,6,8,0,0,0
2017-11-05,0,0,18,26,9,21,21,0,58,3,0,0,0,0,0,0,14,26,0,0,9,0,9,16,0,34,0,42,0,26,7,0,4,11,0,11,32,18,13,0,17,0,12,8,0,0,0,8,0,0,0
2017-11-12,0,0,18,0,7,22,14,0,0,3,4,34,0,34,14,16,0,0,34,0,8,10,18,17,0,17,0,20,0,0,0,0,14,8,0,13,16,18,6,0,17,0,12,3,0,0,6,0,0,0,0
2017-11-19,10,0,19,0,6,12,0,0,61,6,0,0,0,0,0,17,0,26,0,0,9,0,0,0,0,18,0,0,23,0,0,0,6,12,0,5,0,0,7,0,0,0,13,3,0,0,13,8,0,0,0
2017-11-26,0,0,17,0,9,11,0,0,0,5,0,0,0,8,0,0,16,25,33,0,16,10,9,17,19,24,0,20,0,0,12,0,8,5,0,8,15,36,13,0,17,0,12,13,25,0,9,15,0,32,61
2017-12-03,9,0,27,25,14,11,27,0,0,8,4,0,0,17,28,0,16,51,32,17,16,10,9,34,20,25,0,20,23,0,13,0,11,16,49,10,0,18,10,32,17,34,24,16,0,0,9,12,0,39,61
2017-12-10,19,0,45,26,14,11,13,0,57,10,0,0,0,30,0,16,17,0,0,17,8,10,14,17,0,17,0,0,46,0,9,45,10,11,0,8,16,0,6,0,0,0,18,11,26,0,15,16,0,13,0
2017-12-17,10,0,0,0,7,11,28,0,0,7,8,36,0,62,62,0,18,28,35,0,0,11,10,18,22,0,0,0,0,0,13,0,7,6,55,11,0,20,7,0,19,0,32,17,28,0,10,8,28,14,0
2017-12-24,11,0,50,30,38,12,16,0,0,7,8,0,0,20,17,19,19,29,0,20,19,12,32,20,23,39,0,0,49,0,14,49,10,20,0,6,53,20,22,0,20,0,27,28,0,0,22,9,29,15,0
2017-12-31,9,0,65,27,65,17,21,0,0,12,11,70,0,32,16,0,0,26,35,0,8,11,10,35,0,26,0,23,23,0,13,46,6,20,0,14,0,47,19,0,18,35,19,29,53,0,10,16,0,27,0
2018-01-07,31,0,78,76,100,32,14,0,56,26,21,33,15,67,63,39,33,62,32,0,24,71,54,42,20,41,0,42,22,0,37,44,36,44,0,34,24,71,47,0,59,0,47,65,25,100,49,44,50,13,0
2018-01-14,89,0,95,50,100,97,68,100,58,46,58,100,0,80,100,56,100,100,98,17,61,79,100,76,40,94,0,53,100,25,58,89,48,48,99,100,55,100,57,34,78,0,60,73,25,99,46,61,25,100,0
2018-01-21,61,48,59,25,100,37,88,92,0,87,46,66,58,100,83,31,56,99,65,17,100,68,89,68,50,99,0,52,54,75,67,86,75,100,0,69,100,62,100,65,93,67,73,100,100,98,100,100,63,26,0
2018-01-28,100,48,85,50,79,100,94,90,57,100,100,33,58,90,75,62,32,73,81,16,68,63,72,100,77,90,26,73,89,50,58,86,83,76,98,68,84,90,97,80,100,33,89,94,37,48,78,45,62,77,0
2018-02-04,73,0,41,96,54,36,100,0,0,42,46,33,14,94,74,45,40,73,80,100,50,100,54,66,38,96,26,41,77,25,100,86,100,69,49,65,75,63,70,32,58,33,100,66,98,0,85,37,24,71,0
2018-02-11,35,0,100,50,54,42,67,86,0,28,64,33,29,100,41,31,49,24,100,0,52,53,46,51,29,33,0,63,55,100,71,85,84,56,49,46,38,54,80,32,83,0,94,46,37,0,60,30,100,85,0
2018-02-18,9,0,50,24,24,31,55,85,55,20,25,0,0,50,40,30,24,24,47,0,21,46,23,42,0,16,0,20,21,24,44,43,29,27,100,18,15,17,43,34,25,0,42,33,25,47,39,23,25,13,0
2018-02-25,21,96,58,24,18,11,46,0,55,11,28,0,0,12,27,15,16,97,0,0,8,29,36,33,0,16,26,0,21,0,12,0,25,5,50,10,15,36,18,0,82,33,0,13,0,0,29,15,25,38,0
2018-03-04,18,0,34,0,11,10,27,0,0,12,11,0,0,16,0,16,16,25,0,0,16,10,9,0,20,33,26,21,53,25,15,42,8,14,0,10,15,36,6,31,17,0,24,14,25,0,19,8,25,19,0
2018-03-11,9,100,0,0,15,10,14,0,55,8,3,0,0,8,14,0,17,24,31,0,8,10,13,17,21,17,0,21,21,0,6,42,7,5,0,15,0,0,18,33,0,0,0,10,25,0,18,12,25,13,0
2018-03-18,0,0,26,0,10,11,27,0,0,4,7,0,0,25,0,0,0,24,33,0,8,0,9,17,0,0,0,0,0,0,18,44,7,5,0,5,0,18,19,32,17,0,0,11,25,0,18,15,0,0,0
2018-03-25,19,0,0,0,12,23,27,0,0,5,0,0,0,36,14,0,25,25,0,0,0,20,28,0,0,17,0,0,23,0,0,0,4,11,0,11,31,0,29,34,0,0,12,7,26,0,13,0,0,14,0
2018-04-01,9,0,17,0,7,0,13,0,59,0,8,0,0,13,28,16,0,80,0,0,8,10,10,0,0,25,0,0,22,0,7,43,7,0,0,0,0,27,6,0,18,0,12,4,0,0,6,0,0,0,0
2018-04-08,0,0,0,0,6,0,14,80,0,3,4,0,0,8,0,0,0,0,0,0,0,0,19,16,0,16,0,0,22,0,13,0,4,22,0,5,16,0,20,0,17,33,12,7,0,0,18,31,26,19,0
2018-04-15,0,0,0,26,6,21,14,0,0,3,7,0,0,8,27,0,0,25,0,0,0,0,9,0,0,0,0,0,0,0,9,0,4,11,0,5,0,0,6,0,17,0,12,3,0,0,6,24,26,0,0
2018-04-22,0,0,17,0,2,0,27,0,0,3,11,0,0,8,0,0,0,0,0,0,8,10,0,17,0,17,0,22,0,0,6,0,4,5,0,5,0,0,13,0,33,36,0,5,0,0,0,0,0,0,0
2018-04-29,0,0,17,26,9,0,0,0,0,3,4,0,0,17,14,16,17,0,0,0,0,0,10,0,0,0,0,0,0,0,6,0,6,6,52,0,0,0,6,0,0,0,12,0,0,0,13,8,0,0,0
2018-05-06,10,0,17,0,3,11,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,6,0,6,6,0,0,0,0,6,0,0,0,0,8,0,0,6,0,0,13,0
2018-05-13,0,0,0,0,4,0,0,0,0,5,0,0,0,8,0,0,0,0,0,0,8,0,0,0,0,0,0,0,22,0,6,0,4,6,0,0,0,19,6,0,0,0,12,3,0,0,0,0,0,14,0
2018-05-20,0,0,0,0,3,11,28,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,5,17,0,0,0,0,0,13,0,0,0,6,0,0,0,0
2018-05-27,0,0,19,0,3,0,0,0,0,0,0,35,0,0,15,0,0,0,0,0,8,0,10,18,0,0,0,0,0,0,0,0,3,0,0,6,0,0,7,0,0,0,0,0,0,0,0,0,0,14,0
2018-06-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,8,0,0,0,0,0,0,0,23,0,0,0,6,0,0,0,0,0,0,0,0,0,13,3,0,0,0,0,0,0,0
2018-06-10,0,0,0,0,9,0,0,0,57,5,0,0,0,0,15,0,18,0,33,0,0,0,0,0,0,0,0,0,0,25,0,0,0,17,0,6,0,0,0,0,0,37,12,0,0,0,0,0,0,0,0
2018-06-17,0,0,0,0,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,3,6,0,6,0,19,7,0,0,0,13,0,0,0,0,8,0,0,0
2018-06-24,0,0,0,0,0,0,0,0,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,7,0,3,6,0,11,0,19,0,0,0,0,0,3,0,0,0,8,0,14,0
2018-07-01,10,0,19,0,2,0,0,0,0,3,0,0,0,9,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,4,0,0,0,8,0,0,0
2018-07-08,0,0,0,0,5,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,0,0,9,0,0,0,0,0,22,0,0,0,3,0,0,8,16,0,0,0,0,0,0,3,0,0,0,0,0,14,0
2018-07-15,0,0,0,0,2,11,15,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,10,19,0,0,0,0,0,0,7,0,0,0,0,5,0,19,7,0,0,0,0,3,0,0,0,0,0,0,0
2018-07-22,0,0,0,0,2,0,0,0,0,5,0,0,0,0,15,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,12,6,0,0,0,0,0,0,0
2018-07-29,0,0,0,0,2,0,0,0,0,3,0,0,0,0,15,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0
2018-08-05,0,0,0,0,2,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,10,0,0,0,0,27,0,0,0,0,0,3,0,56,6,16,0,0,0,0,0,0,3,0,0,7,0,0,0,0
2018-08-12,0,0,0,0,2,0,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,27,0,46,0,0,0,0,12,0,0,0,0,7,0,0,0,12,3,0,0,0,0,28,0,0
2018-08-19,0,0,0,0,9,11,0,0,0,3,4,0,0,9,0,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,7,0,3,6,0,5,16,0,0,0,0,0,12,6,0,0,7,0,0,0,0
2018-08-26,0,0,17,0,5,0,0,0,0,3,0,0,0,9,0,0,0,26,0,0,9,16,10,18,21,0,0,0,0,0,10,0,6,6,0,5,23,0,0,0,17,0,0,4,0,0,0,8,0,0,0
